# Displacement [DPD units]  Force [DPD units]
3.255809011630282357e-01 5.071970508923989200e+02
4.128840322672924223e-01 6.663176943096226523e+02
5.266728237149886915e-01 9.348337800761861445e+02
6.166828765947708346e-01 1.223239946269904294e+03
6.749013101436009965e-01 1.362470509259974506e+03
7.516562732421764315e-01 1.571316353745079596e+03
8.443045940843298958e-01 1.849777479725221383e+03
9.263655161704250629e-01 2.098403485064632150e+03
1.008392111349946330e+00 2.277414208909008721e+03
1.077212655186223556e+00 2.476315013180538244e+03
1.140746855410166294e+00 2.675215817452066858e+03
1.185729814552974215e+00 2.774666219587832074e+03
1.249283630152101310e+00 3.013347184713666593e+03
1.281031114888887323e+00 3.073017425995125450e+03
1.328691572744436833e+00 3.242083109625925317e+03
1.418701625624218421e+00 3.530489275819642444e+03
1.508667543909834485e+00 3.729390080091171058e+03
1.574864531315129712e+00 3.968071045217006940e+03
1.606675766021266272e+00 4.157026809274960215e+03
1.656905838026039524e+00 4.176916889702112712e+03
1.701981970200976413e+00 4.465323055895830294e+03
1.770782898662068172e+00 4.624443699313053003e+03
