# Force [nN]  Displacement [nm]
6.456400742115029345e-01 5.097177837895264929e+01
1.046382189239331240e+00 6.619208356149826500e+01
1.291280148423004093e+00 8.669015062973525687e+01
1.536178107606678722e+00 1.052058388433466973e+02
2.070500927643784905e+00 1.277022222585470388e+02
2.315398886827457758e+00 1.462179104721584224e+02
2.805194805194805241e+00 1.621039124500420883e+02
2.916512059369201992e+00 1.759866942371662333e+02
3.250463821892394023e+00 1.872385638276135467e+02
3.584415584415584277e+00 2.084023276911886171e+02
3.784786641929498430e+00 2.249331851282763353e+02
4.141001855287569811e+00 2.394902454373819580e+02
4.430426716141001364e+00 2.553652137667241675e+02
4.742115027829314045e+00 2.652942714931386945e+02
5.076066790352504299e+00 2.844756565020882135e+02
5.476808905380334380e+00 3.036607193938849605e+02
5.922077922077921386e+00 3.228482342075798215e+02
6.345083487940630818e+00 3.426953160118672486e+02
6.812615955473098950e+00 3.513113695618416159e+02
7.079777365491651153e+00 3.618987683178999077e+02
7.235621521335806605e+00 3.724800372692128576e+02
7.614100185528756448e+00 3.810911869753908832e+02
7.903525046382188890e+00 3.969661553047329789e+02
8.415584415584415723e+00 4.082278325827728622e+02
